Pers.No.,Termd,TermType,ReasonForLeaving,Rehire,BusinessUnit,EESubgroup,EEGroup,Commission,RecentRating,Tenure,Paygrade,TimeInPaygrade,PercentOfMarket,FinalPay,BeginPay,ChangeSince2020,PayIncreases,EdAssist,Sex,POC,Age,Promotion,DevRole,AppliedToJobs,HiredInJobs,PercentOfJobHired
2581,0,2,,0,Field Svcs,0,Full-Time,0,4,47.78,4H,11.45,1,67185,60508.2,0.11,3,0,1,1,57.88,0,0,1,1,1
2582,0,2,,0,Net Svcs,1,Full-Time,0,4,22.98,4A,0.34,0.99,112440,95370,0.18,2,0,1,1,60.73,1,0,3,2,0.67
2583,0,2,,0,Network Ops,1,Full-Time,0,5,15.74,3A,1.83,0.94,100170,75290,0.33,3,0,1,1,39.76,1,0,3,1,0.33
2584,0,2,,0,Network Ops,1,Full-Time,0,3,12.48,1A,0.84,0.86,65575,54945,0.19,4,0,1,1,35.03,1,0,2,2,1
2585,0,2,,0,IT,1,Full-Time,0,3,12.48,2A,5.01,1.01,93210,87620,0.06,2,0,0,2,50.06,0,0,2,2,1
2586,0,2,,0,IT,1,Full-Time,0,4,12.45,1J,3.67,0.97,67840,58980,0.15,3,0,1,1,33.87,0,0,1,1,1
2587,0,2,,0,IT,1,Full-Time,0,5,6.58,2A,1.14,1.06,97620,78010,0.25,4,0,1,1,35.92,1,0,1,1,1
2588,0,2,,0,CCO,0,Full-Time,0,3,12.44,D3,11.45,1.01,48100,40258.4,0.19,4,0,1,2,44.44,0,0,2,1,0.5
2589,0,2,,0,Field Svcs,0,Full-Time,0,4,12.43,4H,4.36,0.94,63305,55421.8,0.14,3,0,1,1,36.58,0,0,5,1,0.2
2590,0,2,,0,HR,1,Full-Time,0,3,12.37,1A,4.17,0.91,69515,59555,0.17,3,1,1,1,36.84,0,0,7,2,0.29
2591,1,0,Res-Another Position,0,Giro,0,Full-Time,0,4,2.06,D1,0.55,0.95,36035,33268.6,0.08,1,0,1,1,26.12,0,0,1,1,1
2592,0,2,,0,CCO,1,Full-Time,1,5,12.31,1J,1.49,0.6,55010,32280,0.7,2,0,1,1,54.13,1,0,2,2,1
2593,0,2,,0,IT,1,Full-Time,0,3,12.19,2A,0.95,0.93,85575,63535,0.35,4,0,1,1,40.65,1,0,18,3,0.17
2594,0,2,,0,CCO,1,Full-Time,0,4,12.18,1A,2.18,0.83,63910,45889.2,0.39,4,0,1,1,37.87,1,1,11,2,0.18
2595,0,2,,0,Network Ops,0,Full-Time,0,5,12.17,4H,0.84,0.93,62185,48290.6,0.29,4,0,1,1,42.74,1,0,1,1,1
2596,0,2,,0,IT,1,Full-Time,0,5,12.1,5A,11.18,1.1,159050,141090,0.13,3,1,1,1,49.69,0,0,6,1,0.17
2597,0,2,,0,IT,1,Full-Time,0,3,12.1,3A,12.1,1.12,119030,110590,0.08,3,0,1,1,47.8,0,0,3,1,0.33
2598,0,2,,0,Network Ops,1,Full-Time,0,3,12.04,1J,1.37,0.85,68385,52535,0.3,4,0,1,2,35.45,1,0,5,3,0.6
2599,1,0,Res-Dissat w/ Career Opportun,0,HR,1,Full-Time,0,5,9.96,2A,0.97,1.13,93650,89440,0.05,0,0,1,1,30.19,0,0,3,2,0.67
2600,0,2,,0,IT,1,Full-Time,0,3,12.06,1J,12.06,1.18,82435,76415,0.08,3,0,1,1,44.83,0,0,1,1,1
2601,0,2,,0,Field Svcs,0,Full-Time,0,3,20.79,D3,0.3,0.86,49085,42865.8,0.15,3,0,0,1,52.42,0,0,4,2,0.5
2602,0,2,,0,IT,1,Full-Time,0,5,12.05,1A,1.1,1.01,81825,66795,0.23,4,0,0,1,59.08,1,0,1,1,1
2603,0,2,,0,Network Ops,1,Full-Time,0,3,12.04,1J,0.76,0.9,58435,45489,0.28,4,0,1,1,52.76,1,0,3,2,0.67
2604,0,2,,0,Network Ops,1,Full-Time,0,5,12.04,2A,0.34,0.81,74780,45508,0.64,3,0,0,2,44.76,1,0,7,3,0.43
2605,0,2,,0,CCO,1,Full-Time,0,4,12.04,2A,2.21,0.88,75185,59565,0.26,4,0,1,1,47.13,1,1,4,2,0.5
2606,0,2,,0,CCO,1,Full-Time,1,5,11.89,3A,0.24,0.61,66600,52310,0.27,3,0,1,1,40.84,1,0,2,2,1
2607,0,2,,0,IT,1,Full-Time,0,4,11.91,5A,11.18,1.03,149585,135635,0.1,3,0,1,1,43.05,0,0,4,1,0.25
2608,0,2,,0,Network Ops,1,Full-Time,0,4,11.9,1A,0.64,0.84,63930,42300,0.51,4,0,0,1,29.04,2,0,7,4,0.57
2609,0,2,,0,Network Ops,0,Full-Time,0,3,11.9,D3,6.66,0.99,56025,50076.2,0.12,3,0,0,1,30.6,0,0,3,1,0.33
2610,0,2,,0,Network Ops,1,Full-Time,0,4,11.91,4A,0.68,0.84,105275,70199,0.5,5,0,1,1,37.01,2,0,5,4,0.8
2611,0,2,,0,IT,1,Full-Time,0,4,11.88,1A,1.03,0.85,68365,48469,0.41,5,0,1,1,44.82,2,0,12,2,0.17
2612,0,2,,0,IT,1,Full-Time,0,5,11.89,2A,5.93,1,87805,76425,0.15,2,0,0,2,59.31,0,0,4,2,0.5
2613,0,2,,0,HR,1,Full-Time,0,4,1.85,5A,1.49,0.95,124510,100810,0.24,3,0,1,1,33.25,1,0,2,2,1
2614,0,2,,0,CCO,1,Full-Time,0,4,11.81,2A,1.79,1.06,91120,73070,0.25,4,0,1,1,35.9,1,0,9,3,0.33
2615,0,2,,0,Marketing,1,Full-Time,0,5,11.8,4A,0.38,0.88,100330,76730,0.31,3,1,1,1,32.92,2,0,8,3,0.38
2616,0,2,,0,Network Ops,1,Full-Time,0,3,11.72,1A,9.15,0.86,65990,59050,0.12,3,0,1,1,53.14,0,1,9,2,0.22
2617,0,2,,0,IT,1,Full-Time,0,3,11.74,1J,8.73,1.08,76450,69840,0.09,3,0,1,1,46.96,0,0,2,1,0.5
2618,0,2,,0,IT,1,Full-Time,0,4,11.72,4A,4.09,0.98,123690,111850,0.11,3,0,0,1,40.14,0,0,3,2,0.67
2619,0,2,,0,HR,1,Full-Time,0,4,11.7,2A,4.13,0.98,84075,75175,0.12,2,0,0,1,51.29,0,0,1,1,1
2620,0,2,,0,IT,1,Full-Time,0,4,11.68,2A,1.49,0.97,90035,73345,0.23,3,0,1,1,29.02,1,0,1,1,1
2621,0,2,,0,CCO,0,Full-Time,0,4,11.68,D3,9.21,1.06,50395,43468.6,0.16,3,0,1,1,33.87,0,1,3,1,0.33
2622,0,2,,0,Net Svcs,0,Full-Time,0,3,5.17,1H,0.53,0.95,44840,36000,0.25,4,0,1,1,38.07,1,0,1,1,1
2623,1,0,Retirement,0,IT,1,Part-Time,0,4,10.34,4A,10.34,0.71,86090,83010,0.04,0,0,1,1,69.98,0,0,1,1,1
2624,0,2,,0,IT,1,Full-Time,0,3,11.67,3A,0.38,0.83,88110,71090,0.24,2,0,0,1,42.32,1,1,9,2,0.22
2625,0,2,,0,Finance,1,Full-Time,0,4,8.54,2A,1.75,1.11,95395,70935,0.34,5,0,0,1,30.08,1,0,4,3,0.75
2626,1,0,Resigned-Relocation,0,IT,1,Full-Time,0,3,10.7,1J,10.7,0.95,65335,61085,0.07,2,0,1,1,60.36,0,0,1,1,1
2627,1,0,Res-Another Position,0,Network Ops,0,Full-Time,0,3,1.54,D3,0.88,0.83,46205,44499.4,0.04,2,0,1,1,51.93,0,0,2,1,0.5
2628,0,2,,0,CCO,1,Full-Time,0,4,11.53,1A,7.66,1.05,80320,70270,0.14,3,1,1,1,40.6,0,0,11,1,0.09
2629,0,2,,0,IT,1,Full-Time,0,4,11.49,3A,3.52,0.92,98570,84980,0.16,2,0,1,1,33.28,0,0,4,3,0.75
2630,0,2,,0,Finance,1,Full-Time,0,5,10.11,2A,4.97,1.05,90980,80980,0.12,2,1,0,1,30.31,0,0,1,1,1
2631,0,2,,0,Net Svcs,0,Full-Time,0,4,11.49,ACQ,11.49,1.27,68675,64307,0.07,2,0,1,1,59.32,0,0,2,1,0.5
2632,1,1,Dismissed-Unsat. Performance,0,IT,1,Full-Time,0,3,10.73,1A,3.58,0.9,67520,59840,0.13,2,1,0,1,43.21,0,2,12,2,0.17
2633,0,2,,0,Marketing,1,Full-Time,0,4,11.45,3A,0.07,0.98,96935,83735,0.16,3,1,0,1,34.66,1,1,12,3,0.25
2634,0,2,,0,Field Svcs,0,Full-Time,0,3,11.43,3H,2.6,0.98,59625,48559.4,0.23,4,0,1,1,45.95,0,0,10,2,0.2
2635,0,2,,0,IT,1,Full-Time,0,3,11.43,2A,7.43,0.94,87190,81220,0.07,2,0,1,1,39.32,0,0,1,1,1
2636,0,2,,0,IT,1,Full-Time,0,4,11.43,1A,1.83,0.92,74005,54615,0.36,4,0,1,1,39.66,1,0,1,1,1
2637,0,2,,0,Network Ops,1,Full-Time,0,5,11.28,4A,9.88,1.19,149905,132645,0.13,2,0,1,1,43.97,0,0,1,1,1
2638,0,2,,0,Field Svcs,0,Full-Time,0,3,11.37,4H,1.91,0.91,60965,50481.8,0.21,4,0,1,1,57.3,1,0,2,1,0.5
2639,0,2,,0,Marketing,1,Full-Time,0,5,11.35,3A,1.18,0.97,91355,71185,0.28,4,0,0,1,43.76,0,1,2,1,0.5
2640,0,2,,0,IT,1,Full-Time,0,4,11.29,3A,0.38,0.86,90950,62730,0.45,4,0,1,1,41.68,2,0,2,2,1
2641,0,2,,0,CCO,0,Full-Time,0,3,0.79,D3,0.38,0.81,36240,32350.4,0.12,1,0,1,1,34.48,1,0,1,1,1
2642,0,2,,0,IT,1,Full-Time,0,4,11.32,1J,4.94,0.96,62170,54550,0.14,3,0,0,1,34.55,0,0,1,1,1
2643,0,2,,0,IT,1,Full-Time,0,3,11.29,1J,1.75,0.89,57730,42258.8,0.37,4,0,1,1,49.06,1,1,4,2,0.5
2644,0,2,,0,CCO,0,Full-Time,1,5,11.29,D3,0.49,0.82,45865,30764.2,0.49,3,0,1,1,44.47,1,0,9,3,0.33
2645,0,2,,0,IT,1,Full-Time,0,4,11.22,5A,1.41,1.03,149020,125690,0.19,3,0,1,2,42.96,1,0,3,2,0.67
2646,0,2,,0,IT,1,Full-Time,0,4,11.24,4A,2.21,1.02,121440,104980,0.16,3,0,1,1,50.51,1,0,2,2,1
2647,0,2,,0,Network Ops,1,Full-Time,0,3,11.22,4A,0.99,0.89,112260,93520,0.2,3,0,1,1,46.94,1,0,8,2,0.25
2648,0,2,,0,IT,1,Full-Time,0,4,11.68,2A,1.49,0.97,90035,73345,0.23,3,0,0,1,38.99,1,0,1,1,1
2649,0,2,,0,IT,1,Full-Time,0,4,11.2,5A,6.55,1.16,167820,150255,0.12,2,0,1,1,59.5,0,0,4,2,0.5
2650,0,2,,0,Net Svcs,1,Full-Time,0,4,11.15,1J,0.15,0.81,52865,42593.8,0.24,4,0,0,1,37.43,1,0,12,3,0.25
2651,0,2,,0,Network Ops,1,Full-Time,0,4,11.08,2A,1.07,0.84,68880,43127.2,0.6,4,0,1,1,42.67,2,0,5,3,0.6
2652,1,0,Res-Dissat w/Job Content,0,Network Ops,1,Full-Time,0,3,10.24,1J,0.75,0.82,56585,40693,0.39,3,0,1,2,29.96,1,1,8,2,0.25
2653,0,2,,0,CCO,0,Full-Time,0,4,11.12,D3,1.68,0.99,46710,40158,0.16,4,0,0,1,64.79,1,0,5,1,0.2
2654,0,2,,0,Network Ops,0,Full-Time,0,3,11.12,D3,1.45,0.91,51220,44127.2,0.16,3,0,1,1,34.08,0,0,7,1,0.14
2655,0,2,,0,CCO,0,Full-Time,0,3,11.12,D3,1.68,1.01,47470,41230,0.15,4,0,1,1,60.53,1,0,2,2,1
2656,1,0,Resigned-Personal Reasons,0,Field Svcs,1,Full-Time,0,3,10.07,2A,0.35,0.83,69910,54596.4,0.28,4,0,1,1,42.82,1,0,5,3,0.6
2657,0,2,,0,Marketing,1,Full-Time,0,4,11.08,4A,3.4,0.89,111745,98065,0.14,2,0,0,1,50.66,0,0,4,2,0.5
2658,0,2,,0,Field Svcs,0,Full-Time,0,2,11.07,4H,11.07,0.95,63510,59745.2,0.06,2,0,1,1,50.09,0,0,12,1,0.08
2659,0,2,,0,Finance,1,Full-Time,0,4,10.97,4A,2.75,1.07,122295,105755,0.16,3,1,0,1,33.1,0,0,2,2,1
2660,0,2,,0,CCO,1,Full-Time,0,4,11.03,1J,0.76,0.99,64285,48679,0.32,4,0,1,1,41.09,1,1,18,3,0.17
2661,1,0,Retirement,0,CCO,1,Full-Time,1,3,9.31,1A,4.92,0.59,57260,55360,0.03,0,0,0,1,62.16,0,0,6,1,0.17
2662,0,2,,0,Field Svcs,1,Full-Time,0,4,10.91,2A,1.41,0.95,77085,66285,0.16,3,0,1,1,51.09,0,0,1,1,1
2663,1,1,Dismissed-Other,0,CCO,0,Full-Time,0,3,10.08,D2,9.47,0.95,24280,37363.2,-0.35,2,0,0,1,53.1,0,0,1,1,1
2664,1,0,Resigned-Personal Reasons,0,CCO,0,Full-Time,1,3,8.76,D2,7.38,0.82,34595,33867,0.02,1,0,1,1,34.92,0,0,1,1,1
2665,0,2,,0,CCO,1,Full-Time,0,3,10.91,1A,1.75,0.74,56710,50700,0.12,3,0,1,1,41.76,0,1,5,1,0.2
2666,0,2,,0,Marketing,1,Full-Time,0,4,10.91,4A,0.38,0.88,100560,80860,0.24,2,0,1,1,35.34,1,0,3,3,1
2667,0,2,,0,CCO,1,Full-Time,0,3,10.91,1A,1.41,0.85,65040,54480,0.19,3,0,1,1,45.15,1,1,5,2,0.4
2668,0,2,,0,IT,1,Full-Time,0,4,10.89,2A,0.15,0.93,85935,71135,0.21,4,0,1,1,30.58,1,0,1,1,1
2669,0,2,,0,CCO,1,Full-Time,0,4,10.89,2A,3.52,0.9,77380,67500,0.15,2,1,1,1,39.77,0,0,4,2,0.5
2670,0,2,,0,CCO,1,Full-Time,0,4,10.89,1A,3.4,0.92,71015,60265,0.18,4,0,1,1,48.05,0,0,3,2,0.67
2671,1,0,Res-Another Position,0,CCO,1,Full-Time,1,3,9.57,1A,9.57,0.53,51260,49300,0.04,0,0,0,1,59.97,0,0,1,1,1
2672,0,2,,0,Network Ops,0,Full-Time,0,5,10.86,3H,0.84,0.94,56835,46955,0.21,4,0,0,1,35.29,1,0,3,2,0.67
2673,0,2,,0,Network Ops,0,Full-Time,0,3,10.86,2H,0.84,0.91,49560,41427.2,0.2,4,0,1,1,59.24,1,0,1,1,1
2674,0,2,,0,Network Ops,1,Full-Time,0,4,10.81,3A,10.81,1.06,113005,101255,0.12,2,0,0,1,52.91,0,0,4,1,0.25
2675,0,2,,0,CCO,0,Full-Time,0,3,10.81,D4,1.75,0.88,45260,36711.2,0.23,4,0,1,1,48.18,1,0,3,2,0.67
2676,1,0,Resigned-Personal Reasons,0,CCO,1,Full-Time,1,3,10.36,1J,5.37,0.64,46680,44590,0.05,1,0,1,1,44.27,0,0,17,1,0.06
2677,0,2,,0,Field Svcs,0,Full-Time,0,5,10.78,4H,7.04,1.11,74340,65167.2,0.14,3,0,1,1,60.6,0,0,1,1,1
2678,0,2,,0,Finance,0,Full-Time,0,3,10.79,D3,7.73,0.94,42325,37603.4,0.13,3,0,0,1,30.17,0,1,10,1,0.1
2679,1,1,Dismissed-Other,0,CCO,0,Full-Time,1,3,5.82,D2,5.82,0.78,33375,31877.4,0.05,2,0,0,1,47.7,0,0,3,1,0.33
2680,0,2,,0,IT,1,Full-Time,0,4,5.52,1A,0.03,0.99,79520,66690,0.19,4,0,1,1,41.32,1,0,1,1,1
2681,1,1,Dismissed-Policy Violation,0,Field Svcs,0,Full-Time,0,3,8.47,3H,8.47,1.01,55380,54381.6,0.02,0,0,1,2,50.5,0,0,1,1,1
2682,0,2,,0,IT,1,Full-Time,0,3,10.73,1J,3.17,1.02,71705,64865,0.11,3,1,1,1,33.12,0,0,1,1,1
2683,0,2,,0,CCO,1,Full-Time,0,3,10.73,1A,3.63,0.89,67705,59505,0.14,3,0,1,1,41.34,0,0,10,2,0.2
2684,0,2,,0,Net Svcs,0,Full-Time,0,3,10.72,ACQ,1.49,1.01,54260,49018.4,0.11,2,0,1,1,60.55,0,0,1,1,1
2685,0,2,,0,Net Svcs,0,Full-Time,0,3,10.64,4H,7.04,0.98,65775,59431,0.11,3,0,1,1,57.54,0,0,1,1,1
2686,0,2,,0,CCO,0,Full-Time,0,3,3.76,D4,2.06,0.89,46310,34162.8,0.36,3,0,1,1,33.18,1,0,10,3,0.3
2687,0,2,,0,Net Svcs,0,Full-Time,0,3,10.63,3H,10.63,1,61065,50020.2,0.22,4,0,1,1,62.41,0,0,1,1,1
2688,0,2,,0,IT,1,Full-Time,0,4,10.57,4A,5.32,1.15,144595,115775,0.25,3,0,1,1,30.21,0,0,2,2,1
2689,0,2,,0,CCO,1,Full-Time,0,3,10.59,1A,2.75,0.89,68130,59440,0.15,3,0,1,1,31.45,0,0,2,2,1
2690,0,2,,0,Network Ops,1,Full-Time,0,4,10.59,2A,0.84,0.85,78280,54340,0.44,6,0,1,1,35.24,2,0,1,1,1
2691,1,0,Res-Dissat w/ Career Opportun,0,Network Ops,1,Full-Time,0,3,9.44,1J,3.48,0.83,56970,51340,0.11,2,0,1,1,37.04,0,0,4,1,0.25
2692,0,2,,0,IT,1,Full-Time,0,4,10.53,4A,6.39,1.07,122065,110525,0.1,2,0,1,1,30.93,0,1,2,1,0.5
2693,0,2,,0,HR,1,Full-Time,0,5,10.49,1A,0.11,0.91,69765,51555,0.35,4,0,0,1,35.56,1,0,3,3,1
2694,0,2,,0,Network Ops,1,Full-Time,0,4,10.47,1A,0.84,0.93,75315,59665,0.26,4,0,0,1,48.69,1,0,2,2,1
2695,0,2,,0,Network Ops,1,Full-Time,0,4,10.43,1J,0.22,0.85,52680,40100,0.31,4,0,0,1,51.95,1,0,5,3,0.6
2696,0,2,,0,HR,1,Full-Time,0,3,10.43,2A,3.94,0.92,79135,67035,0.18,4,0,0,1,65.14,0,0,1,1,1
2697,0,2,,0,Network Ops,0,Full-Time,0,3,10.43,D3,7.73,0.96,43170,38469.2,0.12,3,0,0,1,42.34,0,0,2,1,0.5
2698,0,2,,0,CCO,0,Full-Time,0,3,10.4,D3,7.47,0.96,44915,38321.4,0.17,4,0,1,1,51.58,0,0,1,1,1
2699,0,2,,0,Network Ops,1,Full-Time,0,3,10.4,1J,2.79,0.9,62720,50420,0.24,4,0,1,1,35.89,0,0,5,2,0.4
2700,0,2,,0,Network Ops,1,Full-Time,0,3,10.4,1J,0.45,0.83,53735,44535.4,0.21,3,0,1,2,44.36,1,1,7,3,0.43
2701,0,2,,0,Field Svcs,0,Full-Time,0,3,10.38,5H,4.51,0.96,70170,63035.6,0.11,3,0,1,1,49.34,0,0,6,1,0.17
2702,0,2,,0,Finance,1,Full-Time,1,3,7.16,1J,0.03,0.85,55745,42012.2,0.33,4,1,0,1,37.57,1,1,10,2,0.2
2703,0,2,,0,Field Svcs,0,Full-Time,0,4,10.36,3H,10.36,1.05,64145,55929,0.15,3,0,1,1,48.66,0,0,1,1,1
2704,0,2,,1,CCO,0,Full-Time,1,4,0.16,D3,0.16,0.85,40020,40020,0,0,0,1,1,46.61,0,0,4,1,0.25
2705,0,2,,0,Net Svcs,0,Full-Time,0,3,10.32,ACQ,10.32,1.25,68050,64493.2,0.06,3,0,1,1,48.47,0,0,9,1,0.11
2706,0,2,,0,IT,1,Full-Time,0,3,10.3,1J,2.6,1,70585,62725,0.13,3,0,1,1,39.35,0,0,1,1,1
2707,1,0,Res-Another Position,0,CCO,0,Full-Time,1,3,10.26,D3,0.66,0.85,40380,37717.6,0.07,2,0,1,2,36.06,1,0,12,2,0.17
2708,1,1,Dismissed-Policy Violation,0,CCO,1,Full-Time,1,4,8.54,1A,5.49,0.43,42225,40625,0.04,0,0,0,1,36.92,0,0,2,1,0.5
2709,0,2,,0,Network Ops,1,Full-Time,0,3,10.29,1J,1.87,0.83,58100,47834.8,0.21,4,0,1,2,36.78,1,0,9,3,0.33
2710,0,2,,0,IT,1,Full-Time,0,5,10.28,2A,0.03,1.04,96405,72315,0.33,4,0,1,1,32.34,1,0,1,1,1
2711,0,2,,0,IT,1,Part-Time,0,3,10.28,1J,3.36,1.02,45160,40540,0.11,3,0,1,1,52.47,0,0,2,2,1
2712,0,2,,0,IT,1,Full-Time,0,4,10.2,3A,2.87,0.92,97940,86900,0.13,3,0,1,1,57.39,0,0,2,2,1
2713,0,2,,0,Network Ops,1,Full-Time,0,4,10.23,2A,0.68,0.84,77890,59900,0.3,4,0,1,1,31.58,1,0,7,3,0.43
2714,0,2,,0,IT,1,Full-Time,0,3,10.23,2A,0.95,0.91,84005,61975,0.36,4,0,0,2,32.84,1,1,10,2,0.2
2715,0,2,,0,CCO,0,Full-Time,0,3,10.23,D3,1.68,0.9,42915,36259,0.18,4,0,1,1,40.27,1,1,5,2,0.4
2716,1,0,Res-Long Term Disability,0,Field Svcs,0,Full-Time,0,3,10,ACQ,10,1.17,63530,59494.8,0.07,2,0,1,1,56.83,0,0,1,1,1
2717,1,0,Res-Long Term Disability,0,Network Ops,0,Full-Time,0,4,8.43,D4,1.59,0.86,47345,44329,0.07,1,0,1,1,63.49,0,0,2,2,1
2718,0,2,,0,Network Ops,0,Full-Time,0,3,10.21,D3,6.05,0.89,50645,44696.2,0.13,3,0,1,1,29.53,0,0,1,1,1
2719,1,0,Res-Another Position,0,CCO,0,Full-Time,0,5,8.41,D3,5.63,0.94,44100,40564,0.09,1,0,1,1,63.28,0,0,1,1,1
2720,0,2,,0,Marketing,1,Full-Time,0,3,10.2,3A,1.22,0.91,89415,75985,0.18,3,0,1,1,36.43,1,0,4,3,0.75
2721,0,2,,0,Marketing,1,Full-Time,0,4,10.18,5A,1.79,0.93,163120,107720,0.51,4,1,0,1,39.49,1,1,5,4,0.8
2722,1,0,Res-Dissat w/Job Content,0,IT,1,Full-Time,0,3,9.82,3A,1.47,1.03,107390,94950,0.13,2,0,1,1,46.64,1,0,1,1,1
2723,1,0,Resigned-Personal Reasons,0,HR,1,Full-Time,0,3,9,1A,5.53,1.05,79075,73125,0.08,2,1,1,1,40.64,0,0,6,3,0.5
2724,1,0,Res-Another Position,0,IT,1,Full-Time,0,0,0.39,3A,0.39,0.92,95835,95835,0,0,0,0,1,51.32,0,0,1,1,1
2725,0,2,,0,Network Ops,0,Full-Time,0,3,10.11,D3,1.03,0.83,46670,37268.4,0.25,4,0,0,1,31.79,1,0,10,3,0.3
2726,0,2,,0,HR,0,Full-Time,0,3,10.11,D2,1.22,0.96,41860,35973.6,0.16,3,0,0,1,39.96,1,0,4,2,0.5
2727,0,2,,0,Network Ops,0,Full-Time,0,3,10.07,D3,10.07,0.9,50620,44671.2,0.13,3,0,0,1,54.87,0,0,1,1,1
2728,0,2,,0,IT,1,Full-Time,0,5,10.07,4A,0.22,1.13,142370,119590,0.19,3,1,1,2,39.39,1,0,2,2,1
2729,0,2,,0,Finance,1,Full-Time,0,3,10.06,2A,1.07,0.94,80335,61705,0.3,3,1,1,1,34.56,1,2,15,2,0.13
2730,0,2,,0,CCO,0,Full-Time,0,4,10.03,D3,1.22,0.86,48995,36515,0.34,3,0,0,2,32.67,1,1,9,2,0.22
2731,0,2,,0,Net Svcs,0,Full-Time,0,3,10.01,ACQ,1.49,1.06,57020,50925.6,0.12,2,0,1,1,44.81,0,0,2,1,0.5
2732,0,2,,0,CCO,1,Full-Time,0,5,9.98,2A,1.79,0.88,75545,54175,0.39,4,0,1,1,43.05,1,1,8,3,0.38
2733,0,2,,0,IT,1,Full-Time,0,4,9.94,2A,0.11,0.88,81455,65875,0.24,4,0,1,1,30.92,1,0,1,1,1
2734,0,2,,0,IT,1,Full-Time,0,3,9.97,1J,3.75,0.92,64730,54600,0.19,3,0,1,1,38.18,0,0,1,1,1
2735,0,2,,0,Field Svcs,0,Full-Time,0,4,9.92,5H,1.52,1.13,82940,67797.6,0.22,4,0,1,1,54.96,1,0,7,2,0.29
2736,0,2,,0,Net Svcs,0,Full-Time,0,3,1.04,3H,0.22,0.92,56415,52650.2,0.07,2,0,1,1,42.88,2,0,1,1,1
2737,0,2,,0,CCO,1,Full-Time,1,5,9.94,1J,9.94,0.63,39185,32165,0.22,3,0,1,2,57.05,0,0,1,1,1
2738,0,2,,0,IT,1,Full-Time,0,4,9.94,3A,1.26,0.92,97580,59500,0.64,2,1,0,1,44.99,1,1,7,2,0.29
2739,0,2,,0,HR,1,Full-Time,0,3,9.94,3A,1.41,0.9,88535,59425,0.49,4,1,1,1,38.37,1,0,2,2,1
2740,0,2,,0,Net Svcs,0,Full-Time,0,4,9.92,4H,3.17,1.01,67235,58353.4,0.15,3,0,1,1,43,0,0,2,1,0.5
2741,1,0,Retirement,0,Net Svcs,0,Part-Time,0,4,8.96,4H,7.2,1.04,55155,63283.64,-0.13,2,0,1,1,62.22,0,0,13,1,0.08
2742,0,2,,0,Network Ops,1,Full-Time,0,3,9.91,1J,0.8,0.89,57965,49174.2,0.18,4,0,0,1,46.81,1,0,2,2,1
2743,1,1,Dismissed-Unsat. Performance,0,CCO,0,Full-Time,1,3,7.58,D2,7.58,0.85,36245,36245,0,0,0,1,2,29.15,0,0,1,1,1
2744,1,1,Dismissed-Other,0,CCO,0,Full-Time,1,3,9.2,D2,9.2,0.91,38310,36562.8,0.05,1,0,0,1,32.97,0,0,1,1,1
2745,0,2,,0,Marketing,1,Full-Time,0,3,9.86,2A,2.06,0.95,81305,55355,0.47,3,0,1,1,36.59,1,0,9,3,0.33
2746,0,2,,0,CCO,1,Full-Time,1,3,9.84,1A,3.86,0.64,64720,51340,0.26,2,0,1,1,45.57,0,0,6,3,0.5
2747,0,2,,0,IT,1,Full-Time,0,5,9.82,5A,4.36,1.03,148535,135025,0.1,3,0,0,1,49.94,0,0,3,1,0.33
2748,0,2,,0,Net Svcs,0,Full-Time,0,4,9.81,4H,9.81,1.05,70050,62520.4,0.12,3,0,1,1,44.16,0,0,1,1,1
2749,0,2,,0,CCO,1,Full-Time,1,4,9.82,1A,9.82,0.68,56645,51995,0.09,2,0,0,1,60.83,0,0,1,1,1
2750,0,2,,0,Network Ops,1,Full-Time,0,5,9.76,4A,5.82,0.95,119570,102370,0.17,2,1,1,1,37.76,0,0,3,2,0.67
2751,0,2,,0,Network Ops,1,Full-Time,0,5,9.78,2A,9.78,0.97,89905,80955,0.11,2,0,1,1,49.44,0,0,29,1,0.03
2752,0,2,,0,Field Svcs,0,Full-Time,0,5,9.78,4H,5.63,1.07,67595,57153.4,0.18,3,0,1,1,44.83,0,0,1,1,1
2753,0,2,,0,CCO,0,Full-Time,0,4,9.72,D2,2.6,1.03,44220,38749.6,0.14,3,0,0,1,39.53,0,0,1,1,1
2754,0,2,,0,IT,1,Full-Time,0,3,9.72,1J,1.1,0.93,60235,48159,0.25,4,0,1,1,56.82,1,0,1,1,1
2755,0,2,,0,IT,1,Full-Time,0,3,9.71,1A,2.71,1,79860,70180,0.14,3,1,0,1,36,0,0,3,3,1
2756,0,2,,0,Network Ops,0,Full-Time,0,3,9.7,D3,1.64,1.05,49420,44594.4,0.11,3,0,0,1,60.53,0,0,5,2,0.4
2757,0,2,,0,IT,1,Full-Time,0,4,9.66,3A,2.71,1.05,111515,104365,0.07,2,0,0,2,34.81,0,0,2,2,1
2758,1,0,Res-Dissat Comp. and Benefits,0,Field Svcs,0,Full-Time,0,3,7.02,2H,1.08,0.98,52830,51394.8,0.03,1,0,1,1,40.8,0,0,2,1,0.5
2759,0,2,,0,Net Svcs,1,Full-Time,0,3,9.49,2A,0.95,0.9,77225,65095,0.19,4,0,0,2,54.72,1,0,4,2,0.5
