Pers.No.,Termd,TermType,ReasonForLeaving,Rehire,BusinessUnit,EESubgroup,EEGroup,Commission,RecentRating,Tenure,Paygrade,TimeInPaygrade,PercentOfMarket,FinalPay,BeginPay,ChangeSince2020,PayIncreases,EdAssist,Sex,POC,Age,Promotion,DevRole,AppliedToJobs,HiredInJobs,PercentOfJobHired
3847,0,2,,0,CCO,0,Full-Time,0,3,3.45,C5,2.56,0.89,46051.2,40747.2,0.13,3,0,1,1,35.43,0,0,5,3,0.6
3848,0,2,,0,CCO,0,Full-Time,0,3,3.45,C4,1.68,0.82,38833.6,33696,0.15,3,0,0,1,29.69,0,0,5,3,0.6
3852,0,2,,0,Net Svcs,1,Full-Time,0,3,3.42,2E,3.42,1,70460,63500,0.11,3,0,1,1,43,0,0,1,1,1
3866,0,2,,0,Comm Sales,0,Full-Time,0,3,2.67,C3,3.41,0.92,39520,35360,0.12,3,0,1,1,32.6,0,0,1,1,1
3875,1,0,Resigned-Another Position,0,Field Svcs,0,Full-Time,0,3,1.82,2H,0.36,0.9,41537.6,33924.8,0.22,3,0,1,1,39.72,1,0,1,1,1
4262,1,0,Resigned-Another Position,0,CCO,1,Full-Time,1,0,0.08,1E,0.08,0.34,27000,27000,0,0,0,1,2,47.82,0,0,1,1,1
4350,1,0,Resigned-Personal Reasons,0,CCO,1,Full-Time,1,0,0.12,1E,0.12,0.34,27000,27000,0,0,0,1,0,19.73,0,0,1,1,1
3891,0,2,,0,IT,1,Full-Time,0,3,3.3,1E,3.3,1.07,65320,60000,0.09,3,0,1,1,36.22,0,0,1,1,1
3896,0,2,,0,Field Svcs,0,Full-Time,0,4,3.32,4H,3.32,0.95,57948.8,49920,0.16,3,0,1,1,49.65,0,0,1,1,1
3897,0,2,,0,Field Svcs,0,Full-Time,0,4,3.3,4H,3.3,0.89,54142.4,47944,0.13,3,0,1,1,48.23,0,0,9,2,0.22
3899,1,1,Dismissed-Policy Violation,0,Field Svcs,0,Full-Time,0,3,2.41,2H,1,0.92,42577.6,35609.6,0.2,3,0,1,1,25.46,1,0,1,1,1
4387,1,1,Dismissed-Sales Quota,0,CCO,1,Full-Time,1,0,0.96,1E,0.96,0.34,27000,27000,0,0,0,1,1,31.46,0,0,1,1,1
3903,0,2,,0,Finance,1,Full-Time,0,4,3.29,3E,2.9,0.92,71000,59040,0.2,3,1,0,1,24.98,0,0,7,3,0.43
3910,0,2,,0,CCO,0,Full-Time,0,5,3.28,1E(N),1.37,0.87,49566.4,40747.2,0.22,3,0,1,1,34.99,1,0,8,4,0.5
3917,0,2,,0,Marketing,1,Full-Time,0,3,3.27,2E,3.27,0.88,57240,50000,0.14,3,0,0,1,46.38,0,0,1,1,1
3926,0,2,,0,Field Svcs,1,Full-Time,0,4,3.26,4E,1.41,0.87,74980,62000,0.21,3,0,1,1,51.29,0,0,2,1,0.5
3933,0,2,,0,CCO,0,Part-Time,0,3,3.22,C5,2.44,0.83,21673.6,33696,-0.36,3,0,1,1,32.63,1,0,6,3,0.5
3935,0,2,,0,CCO,1,Full-Time,0,4,3.22,2E,1.37,0.82,53560,40747.2,0.31,3,0,1,1,29.97,1,1,16,4,0.25
3936,0,2,,0,CCO,0,Full-Time,0,5,3.22,1E(N),1.37,0.89,50398.4,40747.2,0.24,3,0,1,1,31.05,1,0,7,4,0.57
3938,1,0,Resigned-Another Position,0,Network Ops,1,Full-Time,0,3,2.97,2E,1.79,0.81,53050,31200,0.7,3,0,1,1,26.48,0,0,3,2,0.67
3944,1,0,Resigned-Another Position,0,Net Svcs,1,Full-Time,0,4,3.04,5E,3.04,0.96,102390,93550,0.09,3,0,1,1,42.82,0,0,1,1,1
3946,0,2,,0,Net Svcs,1,Full-Time,0,4,3.19,3E,0.49,0.82,66200,54000,0.23,3,0,1,1,26.21,1,0,3,2,0.67
3953,0,2,,0,Net Svcs,1,Full-Time,0,3,3.17,2E,3.17,0.95,67060,60000,0.12,3,0,1,1,63.64,0,0,1,1,1
3956,0,2,,0,Marketing,1,Full-Time,0,3,3.17,2E,3.17,0.88,57100,50000,0.14,3,0,1,1,41.36,0,0,1,1,1
3959,1,0,Resigned-Dissatisfaction w/ Career Opportun,0,Field Svcs,0,Full-Time,0,3,2.29,4H,0.28,0.82,49400,43160,0.14,3,0,1,1,40.02,1,0,1,1,1
3960,0,2,,0,Field Svcs,0,Full-Time,0,4,3.16,1H,3.16,0.99,40352,35360,0.14,3,0,0,1,59.99,0,0,1,1,1
4388,1,0,Resigned-Personal Reasons,0,CCO,1,Full-Time,1,0,0.39,1E,0.39,0.34,27000,27000,0,0,0,1,1,28.27,0,0,1,1,1
3965,0,2,,0,Field Svcs,0,Full-Time,0,4,3.15,4H,3.15,1,61235.2,54080,0.13,3,0,1,1,44.5,0,0,23,1,0.04
3966,0,2,,0,Net Svcs,1,Full-Time,0,5,3.13,4E,0.41,0.83,77470,54000,0.43,3,0,1,1,29.83,2,0,1,1,1
3967,0,2,,0,Field Svcs,0,Full-Time,0,4,3.15,4H,3.15,0.94,57262.4,49920,0.15,3,0,1,2,34.26,0,0,1,1,1
3969,0,2,,0,Finance,1,Full-Time,0,3,3.11,2E,2.1,0.92,59660,31200,0.91,3,0,1,1,24.02,0,0,2,2,1
3973,0,2,,0,IT,1,Full-Time,0,3,3.13,1E,0.99,1,61240,35360,0.73,3,0,1,1,34.75,0,0,2,2,1
3978,0,2,,0,Field Svcs,0,Full-Time,0,4,3.07,4H,3.07,0.9,55036.8,47944,0.15,3,0,1,1,24.62,0,0,2,1,0.5
3979,1,0,Resigned-Another Position,0,IT,1,Full-Time,0,3,2.6,3E,1.55,1.02,81140,68000,0.19,3,0,1,1,25.29,1,0,1,1,1
3990,0,2,,0,Finance,0,Full-Time,0,3,3.07,C3,2.21,0.92,39436.8,33280,0.19,3,0,0,1,25.82,0,0,3,2,0.67
4409,1,1,Dismissed-Sales Quota,0,CCO,1,Full-Time,1,0,0.75,1E,0.75,0.34,27000,27000,0,0,0,0,1,44.14,0,0,1,1,1
3999,0,2,,0,Network Ops,0,Full-Time,0,4,3.07,C2,3.07,1.01,37377.6,33280,0.12,3,0,0,1,61.99,0,0,1,1,1
4002,0,2,,0,IT,1,Full-Time,0,3,3.07,3E,3.07,1.11,90040,83000,0.08,3,1,1,1,51.17,0,0,3,1,0.33
4007,1,0,Resigned-Job Abandonment,0,Field Svcs,0,Full-Time,0,3,1.9,1H,1.44,0.92,38667.2,33924.8,0.14,3,0,1,2,24.95,0,0,1,1,1
4010,0,2,,0,IT,1,Full-Time,0,3,3.06,2E,0.41,0.96,67520,33280,1.03,3,0,1,1,24.76,1,0,2,2,1
4014,0,2,,0,IT,1,Full-Time,0,4,3.06,2E,0.41,0.93,65710,35360,0.86,3,0,1,1,35.34,1,0,4,2,0.5
4024,0,2,,0,Network Ops,0,Full-Time,0,3,3.02,1E(N),1.45,0.89,50668.8,43950.4,0.15,3,0,1,1,40.72,0,0,5,1,0.2
4025,0,2,,0,Net Svcs,1,Full-Time,0,3,3.02,4E,3.02,0.93,86200,80000,0.08,3,0,1,1,44.5,0,0,1,1,1
4033,1,0,Resigned-Dissatisfaction w/ Career Opportun,0,Field Svcs,0,Full-Time,0,3,1.58,2H,0.63,0.9,41537.6,33924.8,0.22,3,0,1,1,28.8,1,0,1,1,1
4035,1,0,Resigned-Another Position,0,Field Svcs,0,Full-Time,0,3,2.19,4H,0.09,0.81,48360,44990.4,0.07,3,0,1,1,38.27,0,0,2,1,0.5
4429,1,0,Resigned-Another Position,0,CCO,1,Full-Time,1,0,0.66,1E,0.66,0.34,27000,27000,0,0,0,1,1,48.97,0,0,1,1,1
4043,0,2,,0,HR,1,Full-Time,0,3,2.98,3E,2.98,1.01,77880,70000,0.11,3,0,0,1,53.25,0,0,4,1,0.25
4051,0,2,,0,Field Svcs,0,Full-Time,0,4,2.96,4H,2.96,0.96,58968,50960,0.16,3,0,1,1,32.84,0,0,1,1,1
4058,1,0,Resigned-Another Position,0,Zolo,1,Full-Time,0,4,2.71,2E,2.35,0.95,61850,55000,0.12,3,0,1,1,49.32,0,0,1,1,1
4448,1,0,Resigned-Personal Reasons,0,CCO,1,Full-Time,1,0,0.08,1E,0.08,0.34,27000,27000,0,0,0,1,1,50.34,0,0,1,1,1
4069,0,2,,0,Network Ops,0,Full-Time,0,3,2.9,1E(N),2.9,0.9,51126.4,45760,0.12,3,0,0,1,43.91,0,0,1,1,1
4077,0,2,,0,Field Svcs,0,Full-Time,0,4,2.88,4H,2.88,0.88,53955.2,45968,0.17,3,0,1,1,56.2,0,0,1,1,1
4083,0,2,,0,Net Svcs,1,Full-Time,0,4,2.88,5E,0.15,0.94,100250,90000,0.11,3,0,1,1,52.09,1,0,4,2,0.5
4087,0,2,,0,Network Ops,0,Full-Time,0,3,2.86,C2,2.86,0.95,37024,33280,0.11,3,0,0,1,64.96,0,0,1,1,1
4088,1,0,Resigned-Dissatisfaction Comp. and Benefits,0,Network Ops,0,Full-Time,0,4,2.77,C2,2.77,1.02,39436.8,34632,0.14,3,0,1,1,47.27,0,0,7,2,0.29
4089,1,0,Resigned-Returned to School,0,HR,1,Full-Time,0,3,1.93,2E,0.9,0.8,51300,31200,0.64,3,0,1,2,23.96,0,0,3,2,0.67
4091,1,0,Retirement,0,Field Svcs,0,Full-Time,0,4,2.81,C2,2.54,0.89,34673.6,30472,0.14,3,0,0,1,68.4,0,0,1,1,1
4473,1,0,Resigned-Another Position,0,CCO,1,Full-Time,1,0,0.11,1E,0.11,0.34,27000,27000,0,0,0,1,2,51.58,0,0,1,1,1
4490,1,0,Resigned-Personal Reasons,0,CCO,1,Full-Time,1,0,0.16,1E,0.16,0.34,27000,27000,0,0,0,1,1,43.44,0,0,1,1,1
4107,1,0,Resigned-Dissatisfaction Comp. and Benefits,0,Finance,0,Full-Time,0,3,1.91,1E(N),1.74,0.85,47340.8,41600,0.14,3,0,0,1,25.25,0,0,5,3,0.6
4109,0,2,,0,Field Svcs,1,Full-Time,0,3,2.84,2E,2.84,0.94,61170,55000,0.11,3,0,0,1,36.91,0,0,1,1,1
4114,0,2,,0,Net Svcs,1,Full-Time,0,3,2.84,5E,1.01,0.9,96380,85000,0.13,3,0,1,1,44.25,1,0,2,2,1
4116,0,2,,0,Finance,0,Full-Time,0,3,2.82,C3,2.6,0.93,39873.6,35942.4,0.11,3,0,1,1,25.76,0,0,3,2,0.67
4122,0,2,,0,Network Ops,1,Full-Time,0,3,2.82,3E,2.82,1.01,77620,70000,0.11,3,0,1,1,39.24,0,0,1,1,1
4509,1,0,Resigned-Another Position,0,CCO,1,Full-Time,1,0,0.06,1E,0.06,0.34,27000,27000,0,0,0,1,1,47.67,0,0,1,1,1
4129,0,2,,0,CCO,0,Full-Time,0,4,2.82,C5,1.37,0.85,44033.6,31200,0.41,3,0,0,2,31.43,1,2,11,2,0.18
4132,0,2,,0,Field Svcs,0,Full-Time,0,3,2.82,3H,0.22,1.1,60382.4,54080,0.12,3,0,1,1,45.7,0,0,2,2,1
4133,0,2,,0,Field Svcs,0,Full-Time,0,3,2.82,4H,2.82,0.99,60382.4,54080,0.12,3,0,1,1,51.08,0,0,5,1,0.2
4141,0,2,,0,Field Svcs,0,Full-Time,0,4,2.79,4H,2.79,0.93,56659.2,49920,0.14,3,0,1,2,52.3,0,0,2,1,0.5
4143,0,2,,0,Network Ops,0,Full-Time,0,3,2.79,1E(N),2.79,0.82,46820.8,41600,0.13,3,0,0,1,51.65,0,0,1,1,1
4145,0,2,,0,Finance,1,Full-Time,0,3,2.79,2E,0.49,0.91,59000,31200,0.89,3,0,0,1,23.56,2,0,4,2,0.5
4151,0,2,,0,IT,1,Full-Time,0,3,2.81,2E,2.81,0.9,63350,55000,0.15,3,0,1,1,68.88,0,0,1,1,1
4168,0,2,,0,Field Svcs,0,Full-Time,0,4,2.73,4H,2.73,0.93,56742.4,49920,0.14,3,0,1,1,40.48,0,0,1,1,1
4169,0,2,,0,HR,1,Full-Time,0,3,2.73,2E,0.87,0.86,56120,33280,0.69,3,0,1,1,25,0,0,8,2,0.25
3113,1,1,Dismissed-Unsat. Performance,0,CCO,0,Full-Time,1,2,6.26,C3,1.47,0.64,27040,27040,0,0,0,1,2,60.4,0,0,2,2,1
4176,0,2,,0,Field Svcs,0,Full-Time,0,4,2.71,4H,2.71,1.1,67204.8,60320,0.11,3,0,1,1,41.55,0,0,1,1,1
4177,0,2,,0,Finance,0,Full-Time,0,3,2.71,C3,1.01,0.9,38521.6,27000,0.43,3,0,1,1,49.22,1,0,4,4,1
4208,1,0,Resigned-Dissatisfaction w/Work Conditions,0,CCO,0,Full-Time,1,0,0.39,C3,0.32,0.64,27040,27040,0,0,0,0,1,55.72,0,0,1,1,1
4188,0,2,,0,Field Svcs,0,Full-Time,0,4,2.7,4H,2.7,0.91,55515.2,48734.4,0.14,3,0,1,1,34.15,0,0,1,1,1
4196,0,2,,0,Field Svcs,0,Full-Time,0,4,2.69,4H,2.69,0.95,58094.4,51688,0.12,3,0,1,1,34.73,0,0,1,1,1
4197,0,2,,0,Net Svcs,1,Full-Time,0,3,2.69,3E,1.18,0.83,67090,33280,1.02,3,0,1,2,45.83,0,0,9,3,0.33
4199,0,2,,0,Field Svcs,0,Full-Time,0,4,2.65,5H,0.34,0.95,63481.6,54475.2,0.17,3,0,1,1,54.7,1,0,5,1,0.2
4205,0,2,,0,Network Ops,0,Full-Time,0,3,2.67,C4,2.67,0.87,39228.8,35193.6,0.11,3,0,0,1,52.92,0,0,1,1,1
4207,0,2,,0,Field Svcs,0,Full-Time,0,4,2.67,4H,1.49,0.92,56472,27000,1.09,3,0,1,2,25.08,1,0,3,2,0.67
4273,1,0,Resigned-Dissatisfaction Comp. and Benefits,0,CCO,1,Full-Time,1,3,0.68,1E,0.68,0.35,27170,27000,0.01,0,0,0,1,56.88,0,0,1,1,1
4219,0,2,,0,Network Ops,0,Full-Time,0,3,2.63,1E(N),2.63,0.86,48672,43680,0.11,3,0,0,1,29.99,0,0,1,1,1
4222,0,2,,0,Network Ops,0,Full-Time,0,3,2.61,1E(N),2.61,0.82,46550.4,41600,0.12,3,0,0,1,59.53,0,0,1,1,1
4228,0,2,,0,Net Svcs,1,Full-Time,0,3,2.63,2E,0.07,0.83,55500,45760,0.21,3,0,1,1,30.76,1,0,8,2,0.25
4229,0,2,,0,Finance,1,Full-Time,0,3,2.61,2E,0.82,0.9,58320,33280,0.75,3,0,1,2,28.41,0,0,7,2,0.29
4234,0,2,,0,Net Svcs,1,Full-Time,0,3,2.6,4E,1.45,0.89,82400,70000,0.18,3,0,1,1,70.49,1,0,2,2,1
4278,1,0,Resigned-Dissatisfaction w/ Supervisor,0,CCO,1,Full-Time,1,3,0.64,1E,0.64,0.35,27170,27000,0.01,0,0,1,1,36.25,0,0,1,1,1
4239,0,2,,0,Field Svcs,0,Full-Time,0,4,2.6,4H,2.6,0.87,53185.6,47944,0.11,3,0,1,1,59.14,0,0,2,1,0.5
4251,0,2,,0,Field Svcs,0,Full-Time,0,4,2.6,4H,2.6,0.96,55744,51168,0.09,3,0,1,2,50.7,0,0,1,1,1
4255,0,2,,0,Field Svcs,0,Full-Time,0,4,2.58,1E(N),0.3,0.8,45448,33550.4,0.35,3,0,0,1,32.47,0,0,2,2,1
4256,0,2,,0,Field Svcs,0,Full-Time,0,3,2.58,1H,2.58,0.87,37315.2,33550.4,0.11,3,0,1,1,35.77,0,0,1,1,1
4261,0,2,,0,Field Svcs,0,Full-Time,0,4,2.58,3H,2.58,0.89,48838.4,43680,0.12,3,0,1,1,33.46,0,0,1,1,1
4264,1,0,Resigned-Another Position,0,Field Svcs,0,Full-Time,0,4,1.74,4H,0.24,0.95,57200,48880,0.17,3,0,1,1,21.25,1,0,1,1,1
4270,0,2,,0,Field Svcs,0,Full-Time,0,4,2.54,4H,2.54,0.99,57241.6,52000,0.1,3,0,1,1,26.68,0,0,3,1,0.33
4272,1,0,Resigned-Relocation,0,Field Svcs,0,Full-Time,0,3,2.49,4H,2.49,0.92,55931.2,50960,0.1,3,0,1,1,30.96,0,0,2,1,0.5
4275,0,2,,0,Field Svcs,0,Full-Time,0,4,2.56,4H,2.56,0.92,56472,50960,0.11,3,0,1,1,39.2,0,0,3,1,0.33
4277,0,2,,0,Field Svcs,0,Full-Time,0,4,2.56,4H,2.56,0.92,56472,50960,0.11,3,0,1,1,55.48,0,0,11,1,0.09
4293,0,2,,0,Marketing,1,Full-Time,0,3,10.8,4E,0.07,0.87,75000,34323.92,1.19,3,0,0,1,54.38,2,0,5,3,0.6
4300,0,2,,0,CCO,0,Full-Time,0,3,8.06,ACQ,2.5,0.9,37668.8,33051.2,0.14,3,0,0,1,56.5,1,1,3,2,0.67
4306,0,2,,0,Field Svcs,1,Full-Time,0,4,11.05,5E,2.29,0.9,88810,62289.36,0.43,3,0,1,1,37.03,1,0,2,2,1
4308,0,2,,0,CCO,0,Full-Time,0,4,8.08,C3,1.07,0.93,40164.8,33384,0.2,3,0,0,1,42.93,0,0,3,2,0.67
4311,0,2,,0,Field Svcs,0,Full-Time,0,3,3.61,3H,1.41,0.83,45427.2,34112,0.33,3,0,1,1,59.16,0,0,1,1,1
4332,0,2,,0,Field Svcs,0,Full-Time,0,3,3.19,3H,1.41,0.82,44990.4,36254.4,0.24,3,0,1,1,42.32,0,0,1,1,1
4340,0,2,,0,Field Svcs,0,Full-Time,0,3,8.46,4H,1.41,0.82,49961.6,42640,0.17,3,0,1,1,37.65,0,0,1,1,1
4341,1,0,Retirement,0,Field Svcs,0,Full-Time,0,3,7.82,3H,1.33,0.81,44574.4,35755.2,0.25,3,0,1,1,65.02,0,0,1,1,1
4342,0,2,,0,Field Svcs,0,Full-Time,0,3,8.77,5H,1.41,0.82,54932.8,44241.6,0.24,3,0,1,1,44.24,0,0,1,1,1
4349,0,2,,0,Field Svcs,0,Full-Time,0,3,2.48,4H,2.48,0.92,56492.8,52000,0.09,3,0,1,1,44.73,0,0,1,1,1
4356,0,2,,0,Comm Sales,0,Full-Time,0,3,2.5,C3,2.5,0.91,39312,35360,0.11,3,0,1,1,50.55,0,0,2,1,0.5
4364,0,2,,0,Field Svcs,0,Full-Time,0,3,2.48,4H,2.48,1.06,64625.6,60320,0.07,3,0,1,1,44.93,0,0,9,1,0.11
4236,1,1,Dismissed-Sales Quota,0,CCO,1,Full-Time,1,2,1.49,1E,1.49,0.34,27220,27000,0.01,0,0,1,1,65.17,0,0,1,1,1
4369,0,2,,0,Field Svcs,1,Full-Time,0,4,2.46,2E,0.38,0.8,52100,41537.6,0.25,3,0,0,1,33.22,1,0,3,2,0.67
4370,0,2,,0,Field Svcs,0,Full-Time,0,4,2.46,4H,2.46,1.06,64937.6,60320,0.08,3,0,1,1,41.51,0,0,3,1,0.33
4371,0,2,,0,Net Svcs,1,Full-Time,0,4,2.46,4E,0.15,0.9,83530,75000,0.11,3,0,1,1,62.58,1,0,1,1,1
4377,0,2,,0,Field Svcs,0,Full-Time,0,5,2.42,4H,1.68,0.91,55328,45760,0.21,3,0,1,1,45.88,1,0,3,1,0.33
4383,0,2,,0,IT,0,Full-Time,0,3,2.42,2H,1.79,0.93,41704,33280,0.25,3,0,1,1,50.41,0,0,2,2,1
4386,0,2,,0,Field Svcs,0,Full-Time,0,3,2.4,4H,0.91,0.87,52998.4,45760,0.16,3,0,1,2,42.24,1,0,1,1,1
4389,1,0,Resigned-Relocation,0,Field Svcs,0,Full-Time,0,4,1.22,2H,0.42,0.94,43201.6,33924.8,0.27,3,0,1,1,26.32,1,0,1,1,1
4393,0,2,,0,Network Ops,0,Full-Time,0,3,2.4,1E(N),1.45,0.84,47715.2,43950.4,0.09,3,0,1,2,51.6,0,0,1,1,1
4399,0,2,,0,HR,1,Full-Time,0,3,2.38,3E,0.84,0.89,68000,60000,0.13,3,0,0,1,30.35,1,0,1,1,1
4400,0,2,,0,Network Ops,0,Full-Time,0,4,2.4,C2,1.14,1.11,41100.8,43160,-0.05,3,0,1,1,24.36,1,0,9,2,0.22
4401,1,1,Dismissed-Policy Violation,0,Field Svcs,0,Full-Time,0,3,1.89,4H,1.08,0.83,49920,43160,0.16,3,0,1,2,28.93,1,0,1,1,1
4415,0,2,,0,CCO,0,Full-Time,0,4,2.34,C4,1.68,0.85,40144,33696,0.19,3,0,1,1,35.04,1,1,4,2,0.5
4418,0,2,,0,Field Svcs,0,LOA,0,4,2.35,6H,0.87,0.99,72716.8,64480,0.13,3,0,1,1,52.78,0,0,3,1,0.33
4431,0,2,,0,Marketing,1,Full-Time,0,4,2.32,5E,2.32,0.89,87940,76500,0.15,3,1,0,1,38.44,0,0,1,1,1
4442,0,2,,0,HR,1,Full-Time,0,0,2.15,2E,0.09,0.92,60000,31200,0.92,3,0,1,2,36.4,0,0,15,2,0.13
4444,0,2,,0,Field Svcs,0,Full-Time,0,3,2.31,4H,1.03,0.86,52520,45760,0.15,3,0,1,1,51.9,1,0,1,1,1
4445,0,2,,0,Field Svcs,0,Full-Time,0,4,2.31,4H,1.03,0.91,55702.4,49920,0.12,3,0,1,1,55.2,1,0,1,1,1
4446,1,1,Dismissed-Unsat. Performance,0,CCO,0,Full-Time,0,3,2.24,C5,1.64,0.84,43659.2,33696,0.3,3,0,1,1,33.92,1,0,5,2,0.4
4447,0,2,,0,CCO,0,Full-Time,0,3,2.28,C5,1.68,0.84,43659.2,33696,0.3,3,0,1,1,41.25,1,0,7,2,0.29
4460,0,2,,0,Network Ops,1,Full-Time,0,3,2.28,2E,0.87,0.81,57170,45760,0.25,3,0,1,2,27.86,1,0,5,2,0.4
4461,1,0,Resigned-Dissatisfaction Comp. and Benefits,0,Net Svcs,1,Full-Time,0,5,1.84,4E,1.35,0.96,87530,70000,0.25,3,0,1,1,57.14,1,0,1,1,1
4466,0,2,,0,Net Svcs,1,Full-Time,0,3,2.27,2E,2.27,0.85,60030,54000,0.11,3,0,1,1,29.96,0,0,3,1,0.33
4470,0,2,,0,Field Svcs,0,Full-Time,0,4,2.25,5H,0.61,1,67184,58240,0.15,3,0,1,1,45.78,1,0,1,1,1
4486,1,0,Workplace Vaccine Mandate,0,Field Svcs,0,Full-Time,0,3,1.66,4H,0.65,0.85,50960,43160,0.18,3,0,1,1,40.98,1,0,1,1,1
4505,0,2,,0,Network Ops,0,Full-Time,0,3,2.11,1E(N),1.45,0.84,47486.4,43950.4,0.08,3,0,1,1,51.37,0,0,1,1,1
2,0,2,,0,Field Svcs,1,Full-Time,0,4,31.76,5E,6.2,1.08,106760,97230,0.1,2,0,1,1,57.77,0,0,1,1,1
6,0,2,,0,Net Svcs,1,Full-Time,0,5,42.08,8E,3.1,0.98,172230,155170,0.11,2,0,1,1,61.59,0,0,2,2,1
8,0,2,,0,Field Svcs,1,Full-Time,0,4,43.87,5E,13.33,1.03,101870,92330,0.1,2,0,1,1,61.76,0,0,1,1,1
9,0,2,,0,Field Svcs,0,Full-Time,0,3,52.08,CB,20.86,1.26,68120,63752,0.07,2,0,1,1,71.06,0,0,1,1,1
10,0,2,,0,Field Svcs,0,Full-Time,0,4,43.76,CB,20.86,1.16,62691.2,58656,0.07,2,0,1,1,64.68,0,0,1,1,1
12,1,0,Retirement,0,Network Ops,0,Full-Time,0,4,34.56,C2,14.61,1.03,39395.2,36129.6,0.09,2,0,0,1,64.91,0,0,1,1,1
13,0,2,,0,GRA,1,Full-Time,0,3,39.98,5E,20.86,1.09,107970,103070,0.05,2,0,1,1,67.76,0,0,1,1,1
23,0,2,,0,Field Svcs,1,Full-Time,0,3,37.38,5E,8,1.01,95050,87210,0.09,2,0,1,1,64.46,0,0,1,1,1
25,1,0,Retirement,0,Field Svcs,0,LOA,0,4,48.41,4H,20.78,1.06,64958.4,59924.8,0.08,2,0,1,1,76.34,0,0,1,1,1
27,0,2,,0,Field Svcs,1,Full-Time,0,3,42.46,5E,15.78,1.19,118360,109670,0.08,2,0,1,1,61.86,0,0,2,1,0.5
29,0,2,,0,Network Ops,1,Full-Time,0,3,37.88,5E,10.45,0.95,101200,93750,0.08,2,0,1,1,61.9,0,0,1,1,1
30,1,0,Retirement,0,Net Svcs,1,Full-Time,0,4,40.41,6E,18.95,1.09,134850,126800,0.06,2,0,1,1,63.37,0,0,2,1,0.5
37,0,2,,0,Network Ops,1,Full-Time,0,4,43.15,4E,15.06,1.13,92810,83710,0.11,2,0,0,1,60.65,0,0,1,1,1
38,0,2,,0,Field Svcs,0,Full-Time,0,3,43.86,CB,20.86,1.24,67184,63627.2,0.06,2,0,1,1,63.21,0,0,1,1,1
45,1,0,Retirement,0,Executive,1,Full-Time,0,4,37.59,OFF,15.6,,252400,240200,0.05,2,0,1,1,66.01,0,0,1,1,1
46,0,2,,0,GRA,1,Full-Time,0,5,38.57,5E,20.86,1.22,120950,112590,0.07,2,0,0,1,64.03,0,0,1,1,1
47,0,2,,0,Marketing,1,Full-Time,0,3,38.2,7E,3.29,1.07,140210,133800,0.05,2,0,1,1,61.43,0,0,2,2,1
48,0,2,,0,Executive,1,Full-Time,0,0,37.42,OFF,4.49,,685700,640500,0.07,2,0,1,1,64.63,0,0,1,1,1
50,0,2,,0,Marketing,1,Full-Time,0,3,36.65,4E,11.12,1.06,91540,85360,0.07,2,0,0,1,58,0,0,1,1,1
53,1,0,Retirement,0,Net Svcs,1,Part-Time,0,3,41.06,3E,6.2,0.55,41610,62750,-0.34,2,0,1,1,62.24,0,0,1,1,1
54,0,2,,0,Net Svcs,1,Full-Time,0,3,41.75,4E,9.84,0.87,76880,70180,0.1,2,0,1,1,65.3,0,0,1,1,1
59,0,2,,0,Network Ops,1,Full-Time,0,3,43,4E,6.7,0.89,82770,76300,0.08,2,0,1,1,64.34,0,0,1,1,1
63,1,0,Retirement,0,Net Svcs,1,Full-Time,0,3,38.84,3E,6.23,0.92,69250,62650,0.11,2,0,1,1,68.09,0,0,1,1,1
64,1,0,Retirement,0,Net Svcs,1,Full-Time,0,4,39.46,6E,11.69,0.95,120230,111110,0.08,2,0,1,1,65.83,0,0,2,1,0.5
66,0,2,,0,Finance,1,Full-Time,0,4,36.11,7E,1.49,1.11,145040,131180,0.11,2,0,0,1,59.59,1,0,4,2,0.5
68,0,2,,0,Net Svcs,1,Full-Time,0,4,37.46,4E,20.86,1.06,93290,85580,0.09,2,0,0,1,60.47,0,0,1,1,1
71,0,2,,0,GRA,1,Full-Time,0,4,35.48,8E,20.86,1.1,194390,179500,0.08,2,0,1,1,58.56,0,0,1,1,1
72,0,2,,0,Marketing,1,Full-Time,0,5,35.44,8E,15.32,1.09,192000,175950,0.09,2,0,0,1,60.04,0,0,2,1,0.5
73,0,2,,0,IT,1,Full-Time,0,3,35.35,7E,20.86,1.19,172910,164970,0.05,2,0,1,1,62.09,0,0,1,1,1
74,1,0,Retirement,0,GRA,1,Part-Time,0,4,34.76,7E,12,0.98,126424,150780,-0.16,2,0,1,1,65.4,0,0,1,1,1
76,0,2,,0,IT,1,Full-Time,0,4,34.86,8E,20.86,1.22,215380,197920,0.09,2,0,1,1,60.47,0,0,3,1,0.33
84,0,2,,0,Field Svcs,0,Part-Time,0,3,33.93,CB,20.86,0.7,37614.72,58656,-0.36,2,0,1,1,58.03,0,0,1,1,1
87,0,2,,0,GRA,1,Full-Time,0,4,33.89,7E,20.86,1.15,151410,140500,0.08,2,0,0,1,56.02,0,0,1,1,1
88,0,2,,0,IT,1,Full-Time,0,4,33.81,5E,20.86,1.19,126580,119870,0.06,2,0,1,1,57.12,0,0,1,1,1
94,1,0,Retirement,0,Field Svcs,0,Full-Time,0,3,33.2,CB,1.16,1.18,63752,59966.4,0.06,2,0,1,2,76.3,0,0,1,1,1
