Pers.No.,Termd,TermType,ReasonForLeaving,Rehire,BusinessUnit,EESubgroup,EEGroup,Commission,RecentRating,Tenure,Paygrade,TimeInPaygrade,PercentOfMarket,FinalPay,BeginPay,ChangeSince2020,PayIncreases,EdAssist,Sex,POC,Age,Promotion,DevRole,AppliedToJobs,HiredInJobs,PercentOfJobHired
3298,0,2,,0,Field Svcs,0,Full-Time,0,3,6.08,4H,0.87,0.82,49982.4,40393.6,0.24,5,0,1,1,63.39,0,0,2,2,1
3300,0,2,,0,CCO,0,Full-Time,0,3,6.06,C5,2.25,0.88,45739.2,37044.8,0.23,5,0,0,2,43.37,1,0,3,2,0.67
3306,0,2,,0,IT,1,Full-Time,0,4,6.03,4E,0.41,1.02,94500,64510,0.46,5,0,1,1,28.08,2,0,7,2,0.29
3334,0,2,,0,IT,1,Full-Time,0,5,5.24,4E,0.18,0.93,86250,64860,0.33,5,0,1,1,29.05,2,0,2,2,1
3342,0,2,,0,CCO,0,Full-Time,0,4,5.81,1E(N),0.45,0.84,47715.2,33696,0.42,5,0,1,1,42.21,2,0,7,3,0.43
3355,0,2,,0,IT,1,Full-Time,0,5,5.72,4E,0.03,0.99,92300,63500,0.45,5,0,1,1,39.89,2,0,1,1,1
3361,0,2,,0,CCO,1,Full-Time,0,3,5.68,3E,0.91,0.82,63290,45760,0.38,5,0,1,1,30,2,0,16,4,0.25
3362,0,2,,0,CCO,1,Full-Time,0,3,5.66,4E,0.03,0.9,77670,28912,1.69,5,0,1,2,32.51,2,2,11,4,0.36
3390,0,2,,0,Finance,1,Full-Time,0,4,4.09,4E,1.03,1.01,86760,64970,0.34,5,0,0,1,26.59,1,0,1,1,1
3396,0,2,,0,Field Svcs,1,Full-Time,0,3,5.41,3E,0.87,0.88,67280,50606.4,0.33,5,0,1,1,46.08,2,0,8,2,0.25
3399,0,2,,0,Net Svcs,1,Full-Time,0,3,5.37,4E,1.03,0.85,79000,51000,0.55,5,0,0,1,31.31,1,0,7,3,0.43
3410,0,2,,0,Field Svcs,0,Full-Time,0,4,5.3,2H,1.1,0.97,45760,35651.2,0.28,5,0,1,1,47.99,1,0,2,2,1
3417,0,2,,0,Net Svcs,1,Full-Time,0,3,5.28,2E,0.15,0.88,61570,50460.8,0.22,5,0,1,1,45.48,1,0,2,2,1
3428,0,2,,0,Net Svcs,1,Full-Time,0,3,5.18,3E,1.1,0.86,69820,54000,0.29,5,0,1,1,32.91,1,0,2,1,0.5
3431,0,2,,0,Marketing,1,Full-Time,0,3,5.19,4E,1.03,0.84,72450,34528,1.1,5,1,0,1,26.26,2,0,10,4,0.4
3438,0,2,,0,CCO,0,Full-Time,0,3,5.14,1E(N),0.68,0.85,48422.4,36192,0.34,5,0,0,1,34.29,2,0,5,3,0.6
3476,0,2,,0,Network Ops,1,Full-Time,0,4,4.95,2E,0.49,0.92,64380,47944,0.34,5,0,1,1,27.79,2,0,10,2,0.2
3482,0,2,,0,Field Svcs,0,Full-Time,0,3,3.55,5H,0.87,0.82,54932.8,37024,0.48,5,0,1,1,36.98,2,0,3,2,0.67
3485,0,2,,0,Net Svcs,1,Full-Time,0,4,4.91,3E,0.72,0.89,71690,50481.6,0.42,5,0,1,1,29.67,2,0,2,2,1
3489,0,2,,0,IT,1,Full-Time,0,5,4.88,2E,0.22,1.1,77210,66860,0.15,5,0,1,2,29.8,1,0,1,1,1
3491,0,2,,0,Net Svcs,1,Full-Time,0,3,4.88,2E,0.68,0.91,64140,52104,0.23,5,0,1,1,28.28,2,0,14,2,0.14
3492,0,2,,0,Field Svcs,0,Full-Time,0,4,4.87,4H,0.87,0.83,50814.4,36920,0.38,5,0,1,2,36.01,0,0,1,1,1
3498,0,2,,0,Network Ops,1,Full-Time,0,4,4.81,2E,0.18,0.82,54500,29536,0.85,5,0,1,1,28.63,3,0,10,4,0.4
3503,0,2,,0,Net Svcs,1,Full-Time,0,4,4.8,2E,0.15,0.9,63200,47944,0.32,5,0,1,1,27.62,1,0,14,2,0.14
3508,0,2,,0,Field Svcs,0,Full-Time,0,4,4.78,5H,0.87,0.88,58780.8,43160,0.36,5,0,1,2,37.88,0,0,3,1,0.33
3514,0,2,,0,CCO,0,Full-Time,0,2,4.76,C5,0.68,0.83,43118.4,26998.4,0.6,5,0,0,1,65.39,1,0,5,2,0.4
3516,0,2,,0,Field Svcs,0,Full-Time,0,4,4.76,5H,0.84,0.85,56929.6,42432,0.34,5,0,1,1,46.58,1,0,3,1,0.33
272,1,0,Resigned-Personal Reasons,0,CCO,1,Full-Time,1,0,0.27,1E,0.27,0.27,21000,21000,0,0,0,1,1,40.96,0,0,1,1,1
3529,0,2,,0,CCO,0,Full-Time,0,4,8.57,1E(N),1.75,0.85,48068.8,37689.6,0.28,5,0,0,1,40.12,0,1,3,1,0.33
3530,0,2,,0,Field Svcs,0,Full-Time,0,4,26.09,4H,0.87,0.83,50814.4,40726.4,0.25,5,0,0,1,64.7,0,0,14,2,0.14
3535,0,2,,0,Field Svcs,0,Full-Time,0,3,5.97,4H,0.87,0.82,49982.4,33924.8,0.47,5,0,1,1,46.76,1,0,1,1,1
3536,0,2,,0,Field Svcs,0,Full-Time,0,4,16.1,5H,0.87,0.91,61152,45427.2,0.35,5,0,1,2,45.41,1,0,1,1,1
3575,0,2,,0,CCO,1,Full-Time,0,3,4.47,2E,0.24,0.81,53000,40747.2,0.3,5,0,1,1,27.92,1,1,10,4,0.4
3580,0,2,,0,Net Svcs,1,Full-Time,0,4,14.79,5E,0.61,0.85,90300,61070,0.48,5,0,1,1,33.62,1,0,12,2,0.17
3593,0,2,,0,IT,1,Full-Time,0,4,4.39,3E,1.22,1,80870,58480,0.38,5,0,1,1,30.82,1,0,3,2,0.67
3598,0,2,,0,Network Ops,1,Full-Time,0,5,4.34,4E,0.84,0.85,78880,54000,0.46,5,0,1,1,34.03,2,0,4,2,0.5
3600,0,2,,0,Field Svcs,0,Full-Time,0,5,4.36,4H,0.87,0.93,56908.8,43160,0.32,5,0,1,1,28.11,0,0,7,2,0.29
3620,0,2,,0,CCO,0,Full-Time,0,5,4.28,1E(N),1.45,0.87,49483.2,40747.2,0.21,5,0,1,1,28.92,0,0,7,3,0.43
3634,0,2,,0,Network Ops,1,Full-Time,0,4,4.24,2E,0.61,0.83,54080,34486.4,0.57,5,0,1,1,49.86,2,0,7,4,0.57
3638,0,2,,0,Network Ops,1,Full-Time,0,4,4.17,3E,0.76,0.84,68180,54000,0.26,5,0,1,1,28.32,1,0,4,3,0.75
3650,0,2,,0,Field Svcs,0,LOA,0,3,4.13,CB,1.25,1.09,58780.8,45760,0.28,5,0,1,1,32.96,0,0,16,2,0.13
3657,0,2,,0,CCO,1,Full-Time,0,3,4.08,2E,0.8,0.82,53700,31408,0.71,5,0,1,1,39.47,1,0,4,2,0.5
3667,0,2,,0,Field Svcs,1,Full-Time,0,3,4.07,3E,0.76,0.81,62460,43160,0.45,5,0,1,1,32.19,2,0,7,2,0.29
3670,0,2,,0,Finance,1,Full-Time,0,3,4.05,3E,2.94,0.91,70000,60000,0.17,5,0,0,1,48.65,0,0,4,2,0.5
3671,0,2,,0,Finance,1,Full-Time,0,4,3.06,3E,1.56,0.94,72240,55000,0.31,5,0,1,1,26.87,1,0,1,1,1
312,1,1,Dismissed-End of Introductory Period,0,CCO,1,Full-Time,1,0,0.16,1E,0.16,0.27,21000,21000,0,0,0,0,1,45.1,0,0,1,1,1
3703,0,2,,0,Field Svcs,0,Full-Time,0,4,3.9,5H,0.61,0.93,62254.4,45697.6,0.36,5,0,1,1,48.3,2,0,1,1,1
3749,0,2,,0,Finance,1,Full-Time,0,3,3.71,2E,2.21,0.92,60000,41600,0.44,5,1,0,1,25.93,1,0,8,4,0.5
3775,0,2,,0,CCO,0,Full-Time,0,5,3.61,1E(N),1.45,0.86,48859.2,40747.2,0.2,5,0,1,1,36.97,0,0,11,4,0.36
3786,0,2,,0,IT,1,Full-Time,0,4,3.59,2E,0.18,1,70500,50000,0.41,5,0,1,2,27.11,0,0,4,3,0.75
3789,0,2,,0,Net Svcs,1,Full-Time,0,3,3.59,2E,0.76,0.83,54000,25542.4,1.11,5,0,0,1,33.21,2,1,3,3,1
3792,0,2,,0,Field Svcs,0,Full-Time,0,3,3.59,5H,0.87,0.86,57491.2,43160,0.33,5,0,1,1,25.74,0,0,9,1,0.11
3796,0,2,,1,Field Svcs,0,Full-Time,0,3,0.3,4H,0.3,0.8,46446.4,46446.4,0,5,0,1,2,22.68,1,0,1,1,1
3849,0,2,,0,Network Ops,0,Full-Time,0,4,3.45,1E(N),1.45,0.85,48297.6,40747.2,0.19,5,0,1,1,31.17,1,0,5,4,0.8
3855,0,2,,0,Marketing,1,Full-Time,0,3,3.42,3E,0.91,0.83,63510,29744,1.14,5,0,1,2,46.87,1,0,14,2,0.14
338,1,1,Dismissed-End of Introductory Period,0,CCO,1,Full-Time,1,0,0.39,1E,0.39,0.27,21000,21000,0,0,0,0,1,20.33,0,0,1,1,1
3870,0,2,,0,Field Svcs,0,Full-Time,0,3,3.4,4H,0.84,0.82,49982.4,35609.6,0.4,5,0,1,2,32.72,1,0,2,1,0.5
3872,0,2,,0,Field Svcs,0,Full-Time,0,3,3.4,4H,0.87,0.9,54787.2,41080,0.33,5,0,1,1,26.63,1,0,2,2,1
3874,0,2,,0,IT,1,Full-Time,0,4,3.38,4E,0.64,0.87,80990,55000,0.47,5,0,1,1,30.76,2,0,1,1,1
3881,1,0,Resigned-Dissatisfaction Comp. and Benefits,0,IT,1,Full-Time,0,4,3.29,3E,1.16,1.1,89180,60000,0.49,5,0,1,1,27.75,2,0,1,1,1
3887,0,2,,0,HR,1,Full-Time,0,4,3.3,3E,1.95,0.94,72500,60000,0.21,5,0,0,1,30.24,1,1,3,3,1
3890,0,2,,0,GRA,1,Full-Time,0,3,3.32,2E,1.14,0.89,58140,27040,1.15,5,0,1,1,25.88,0,0,2,2,1
3895,0,2,,0,Network Ops,0,Full-Time,0,3,3.32,C4,1.07,0.9,42411.2,29328,0.45,5,1,1,1,31.65,1,0,12,3,0.25
3898,0,2,,0,Net Svcs,1,Full-Time,0,4,3.3,4E,0.18,0.87,80830,60000,0.35,5,0,1,1,58.41,2,0,1,1,1
3905,0,2,,0,Network Ops,1,Full-Time,0,3,3.28,2E,0.87,0.81,57170,40747.2,0.4,5,0,1,1,24.73,2,0,14,5,0.36
3906,0,2,,0,Network Ops,1,Full-Time,0,3,3.28,3E,0.84,0.83,67020,41600,0.61,5,1,1,2,38.22,2,0,6,4,0.67
3916,0,2,,0,Field Svcs,0,Full-Time,0,3,3.27,4H,1.79,0.89,54204.8,39228.8,0.38,5,0,1,1,24.79,1,0,3,2,0.67
3928,0,2,,0,Field Svcs,0,Full-Time,0,5,3.25,5H,0.07,0.89,56680,41600,0.36,5,0,1,1,31.62,2,0,1,1,1
379,1,0,Resigned-Another Position,0,CCO,1,Full-Time,1,0,0.21,1E,0.21,0.28,21000,21000,0,0,0,0,1,38.54,0,0,1,1,1
3961,0,2,,0,Network Ops,0,Full-Time,0,3,3.16,C4,0.22,0.92,43305.6,33280,0.3,5,0,0,1,43.94,2,0,4,4,1
3968,0,2,,0,Net Svcs,1,Full-Time,0,3,3.11,5E,0.61,0.87,93150,72000,0.29,5,0,1,2,44.87,2,0,6,2,0.33
3991,0,2,,1,Field Svcs,0,Full-Time,0,4,2.74,4H,0.87,0.83,50814.4,43680,0.16,5,0,1,1,33.77,0,0,1,1,1
3996,0,2,,0,HR,1,Full-Time,0,3,3.09,3E,1.95,0.9,69420,57000,0.22,5,0,0,1,34.54,1,0,1,1,1
4000,0,2,,0,Finance,1,Full-Time,0,4,3.06,2E,0.11,0.9,58720,43680,0.34,5,0,0,1,26.3,1,0,3,2,0.67
4009,0,2,,0,Network Ops,0,Full-Time,0,4,3.06,2H,0.57,0.87,41121.6,33280,0.24,5,0,1,1,61.17,1,0,9,2,0.22
4012,0,2,,0,IT,1,Full-Time,0,4,3.05,3E,0.15,0.97,78180,33280,1.35,5,0,1,1,26.72,2,0,2,2,1
4015,0,2,,0,CCO,0,Full-Time,0,5,3.05,C5,0.68,0.85,44220.8,34736,0.27,5,0,0,1,60.24,1,0,6,2,0.33
4016,0,2,,0,Marketing,1,Full-Time,0,3,3.05,4E,0.15,0.82,71000,34736,1.04,5,0,0,1,44.92,2,0,3,3,1
4049,0,2,,0,IT,1,Full-Time,0,5,2.96,4E,0.18,0.93,86250,56500,0.53,5,0,1,1,31.95,2,0,5,3,0.6
4054,0,2,,0,Field Svcs,0,Full-Time,0,4,2.95,4H,0.87,0.83,50814.4,36920,0.38,5,0,1,2,55.22,0,0,3,2,0.67
4055,0,2,,0,Field Svcs,0,Full-Time,0,5,2.9,5H,0.53,0.84,56243.2,43680,0.29,5,0,1,1,29.8,1,0,2,1,0.5
4056,0,2,,0,Field Svcs,0,Full-Time,0,4,2.94,4H,0.87,0.97,59321.6,46488,0.28,5,0,1,1,36.88,0,0,1,1,1
4064,0,2,,0,Zolo,0,Full-Time,0,4,2.9,3H,0.07,0.85,46800,35360,0.32,5,0,1,1,29.85,0,0,1,1,1
4066,0,2,,0,Zolo,0,Full-Time,0,4,2.92,3H,0.07,0.85,46800,36400,0.29,5,0,1,1,31.2,0,0,1,1,1
4085,0,2,,0,Field Svcs,0,Full-Time,0,5,2.88,5H,0.07,0.89,56680,39520,0.43,5,0,1,1,23.36,2,0,1,1,1
4090,0,2,,0,Net Svcs,1,Full-Time,0,3,2.87,3E,0.8,0.81,62460,35360,0.77,5,0,0,1,49.67,1,0,17,2,0.12
4098,0,2,,0,Field Svcs,0,Full-Time,0,5,2.87,5H,0.87,0.94,62878.4,48880,0.29,5,0,1,1,26.51,2,0,13,3,0.23
4099,0,2,,0,Field Svcs,1,Full-Time,0,4,2.87,4E,1.22,0.83,72000,52000,0.38,5,0,1,2,38.17,2,0,4,2,0.5
4101,0,2,,0,Field Svcs,1,Full-Time,0,4,2.87,4E,1.41,0.85,73210,47840,0.53,5,0,1,1,43.96,1,0,4,2,0.5
4112,0,2,,0,IT,1,Full-Time,0,3,2.84,2E,1.75,1.07,69450,49400,0.41,5,0,1,2,43.2,1,1,8,2,0.25
4124,0,2,,0,CCO,0,Full-Time,0,3,2.82,C5,0.91,0.82,42473.6,29120,0.46,5,0,1,1,28.35,1,0,28,2,0.07
4125,0,2,,0,Field Svcs,0,Full-Time,0,5,2.82,6H,0.87,0.92,67454.4,53040,0.27,5,0,1,1,60.57,1,1,9,2,0.22
4152,0,2,,0,HR,1,Full-Time,0,4,2.77,4E,0.11,0.93,80000,58000,0.38,5,0,0,1,32.23,2,0,2,2,1
4172,0,2,,0,Field Svcs,0,Full-Time,0,3,2.73,4H,0.87,0.82,49982.4,33924.8,0.47,5,0,1,1,26.52,1,0,2,1,0.5
390,1,0,Resigned-Another Position,0,CCO,1,Full-Time,1,0,0.36,1E,0.36,0.27,21000,21000,0,0,0,1,1,40.07,0,0,1,1,1
4257,0,2,,0,Network Ops,0,Full-Time,0,4,2.58,C4,0.57,0.88,41600,30472,0.37,5,0,1,1,37.81,1,0,3,2,0.67
4267,0,2,,0,Field Svcs,0,Full-Time,0,4,2.56,4H,0.8,0.98,59924.8,49920,0.2,5,0,1,1,40.32,1,0,1,1,1
4268,0,2,,0,Field Svcs,0,Full-Time,0,4,2.54,4H,0.34,0.8,48900.8,33924.8,0.44,5,0,1,1,39.21,1,0,1,1,1
4269,0,2,,0,Zolo,0,Full-Time,0,4,2.56,4H,0.07,0.8,48900.8,31200,0.57,5,0,1,1,31.33,2,0,3,3,1
4274,0,2,,0,Field Svcs,0,LOA,0,5,2.56,4H,1.87,0.95,57990.4,48880,0.19,5,0,1,2,43.31,1,0,5,3,0.6
4281,0,2,,0,Field Svcs,0,Full-Time,0,4,2.56,CB,1.25,1.11,59862.4,49046.4,0.22,5,0,1,1,47.42,1,0,1,1,1
4285,0,2,,0,Field Svcs,0,Full-Time,0,3,2.54,4H,1.18,0.82,49982.4,33924.8,0.47,5,0,1,1,27.48,1,0,2,2,1
4320,0,2,,0,Field Svcs,0,Full-Time,0,3,4.91,4H,0.87,0.87,53206.4,46113.6,0.15,5,0,1,1,46.56,1,0,3,2,0.67
4346,0,2,,0,Field Svcs,0,LOA,0,3,2.52,4H,0.87,0.82,49982.4,37440,0.34,5,0,1,2,43.88,0,0,1,1,1
4358,0,2,,0,Field Svcs,0,Full-Time,0,4,2.48,4H,0.45,0.81,49296,33924.8,0.45,5,0,1,1,46.12,1,0,2,1,0.5
4363,0,2,,0,Network Ops,0,Full-Time,0,4,2.48,C4,2.48,0.88,39603.2,32864,0.21,5,0,0,1,41.91,0,0,1,1,1
4372,0,2,,0,Field Svcs,0,Full-Time,0,4,2.46,4H,0.87,0.83,50814.4,39520,0.29,5,0,1,1,31.81,0,0,3,1,0.33
4376,0,2,,0,Field Svcs,0,Full-Time,0,3,2.42,3H,0.87,0.83,43368,33280,0.3,5,0,1,2,20.91,0,0,1,1,1
4422,0,2,,0,CCO,0,Full-Time,0,3,2.32,C5,0.15,0.86,44928,29536,0.52,5,0,0,1,28.94,1,0,6,2,0.33
4433,0,2,,0,Field Svcs,0,Full-Time,0,3,2.32,3H,0.53,0.9,49753.6,33696,0.48,5,0,1,1,26.51,1,0,6,2,0.33
4435,1,1,Dismissed-Attendance,0,CCO,0,Full-Time,0,4,2.24,C5,0.6,0.84,43804.8,33696,0.3,5,0,0,1,36.91,1,0,4,3,0.75
4484,0,2,,0,CCO,0,Full-Time,0,3,2.21,C5,0.24,0.87,45177.6,33924.8,0.33,5,0,1,1,42.1,2,0,9,3,0.33
16,0,2,,0,Field Svcs,0,Full-Time,0,5,38.29,5H,1.52,1.11,74692.8,64001.6,0.17,4,0,1,1,60.41,1,0,1,1,1
32,0,2,,0,Net Svcs,1,Full-Time,0,3,40.12,4E,1.64,0.99,86910,72480,0.2,4,0,1,1,60.74,1,0,1,1,1
78,0,2,,0,Field Svcs,0,Full-Time,0,5,30.99,5H,2.44,1.01,67891.2,52020.8,0.31,4,0,1,1,56.17,1,0,1,1,1
108,0,2,,0,Field Svcs,1,Full-Time,0,4,31.17,2E,1.22,0.81,53040,42120,0.26,4,0,0,1,50.12,1,0,9,3,0.33
119,0,2,,0,Field Svcs,0,Full-Time,0,4,32.88,5H,1.91,1.08,72592,60902.4,0.19,4,0,1,1,57.57,1,0,1,1,1
120,0,2,,0,Net Svcs,1,Full-Time,0,3,23.49,4E,0.15,0.87,80360,63600,0.26,4,0,1,1,55.35,1,0,6,2,0.33
137,0,2,,0,Field Svcs,1,Full-Time,0,4,32.03,4E,0.22,0.94,80800,65561.6,0.23,4,0,1,1,51.8,1,0,2,2,1
139,0,2,,0,Net Svcs,1,Full-Time,0,3,31.07,3E,1.14,0.95,76740,57761.6,0.33,4,0,1,1,56.16,1,0,6,2,0.33
143,0,2,,0,Field Svcs,1,Full-Time,0,3,25.53,4E,2.14,0.91,78320,62080,0.26,4,0,1,2,58.28,1,0,9,5,0.56
184,0,2,,0,Finance,1,Full-Time,0,3,2.09,3E,0.22,0.9,69500,33280,1.09,4,0,1,1,24.71,1,0,8,3,0.38
185,0,2,,0,IT,1,Full-Time,0,3,2.09,2E,0.53,1.13,79610,33280,1.39,4,0,1,1,27.55,1,0,2,2,1
187,0,2,,0,HR,1,Full-Time,0,3,2.09,2E,0.57,0.99,64440,33280,0.94,4,0,1,2,24.57,1,0,6,3,0.5
188,0,2,,0,IT,0,Full-Time,0,3,2.09,2H,1.22,0.97,45427.2,31200,0.46,4,0,1,2,22.88,0,0,3,2,0.67
222,0,2,,0,CCO,0,Full-Time,0,3,2.08,C5,0.95,0.82,42473.6,33696,0.26,4,0,1,1,56.03,2,0,3,2,0.67
238,0,2,,0,Net Svcs,1,Full-Time,0,3,2.05,2E,0.87,0.81,52910,37440,0.41,4,0,1,1,30.66,1,0,6,2,0.33
244,0,2,,0,Net Svcs,1,Full-Time,0,5,2.04,2E,0.22,0.85,60000,47840,0.25,4,0,1,1,29,2,0,9,2,0.22
265,0,2,,0,Field Svcs,0,Full-Time,0,3,2.02,4H,0.87,0.82,49982.4,38625.6,0.29,4,0,1,1,60.24,0,0,1,1,1
274,0,2,,0,Field Svcs,0,Full-Time,0,3,2,4H,0.87,0.82,49982.4,39520,0.26,4,0,1,1,47.28,0,0,1,1,1
397,1,1,Dismissed-End of Introductory Period,0,CCO,1,Full-Time,1,0,0.33,1E,0.33,0.27,21000,21000,0,0,0,1,2,49.92,0,0,1,1,1
287,0,2,,0,CCO,0,Full-Time,0,3,1.96,C5,1.14,0.82,42473.6,33696,0.26,4,0,1,1,32.41,2,1,6,3,0.5
290,0,2,,0,CCO,0,Full-Time,0,3,1.96,C5,0.95,0.82,42473.6,33696,0.26,4,0,1,1,30.02,2,0,3,3,1
301,0,2,,0,Zolo,0,Full-Time,0,3,1.94,2H,0.07,0.97,45760,31200,0.47,4,0,1,1,27.84,0,0,3,2,0.67
305,0,2,,0,Net Svcs,1,Full-Time,0,4,1.94,3E,0.24,0.87,70000,47840,0.46,4,1,1,1,34.06,2,0,4,2,0.5
306,0,2,,0,Field Svcs,1,Full-Time,0,3,1.94,4E,0.76,0.81,70240,47840,0.47,4,0,1,2,26.16,2,0,6,3,0.5
403,1,0,Resigned-Dissatisfaction w/Work Conditions,0,CCO,1,Full-Time,1,0,0.21,1E,0.21,0.27,21000,21000,0,0,0,1,0,55.64,0,0,1,1,1
339,0,2,,0,Net Svcs,1,Full-Time,0,5,1.85,2E,0.57,0.86,60280,44720,0.35,4,0,1,1,28.69,2,0,4,2,0.5
357,0,2,,0,Field Svcs,0,Full-Time,0,3,1.83,3H,0.87,0.82,44990.4,36400,0.24,4,0,1,2,59.07,0,0,1,1,1
360,0,2,,0,CCO,0,Full-Time,0,3,1.8,C5,0.38,0.82,42640,29536,0.44,4,0,0,1,67.71,1,1,4,2,0.5
363,0,2,,0,Field Svcs,0,Full-Time,0,3,1.81,4H,0.07,0.85,52000,35360,0.47,4,0,1,1,30.83,2,0,4,3,0.75
366,0,2,,0,Field Svcs,0,Full-Time,0,3,1.81,4H,0.87,0.82,49982.4,40560,0.23,4,0,1,1,43.96,0,0,5,1,0.2
385,0,2,,0,CCO,0,Full-Time,0,3,1.77,C5,1.14,0.82,42473.6,33696,0.26,4,0,1,1,31.29,2,0,3,3,1
388,1,0,Resigned-Dissatisfaction Comp. and Benefits,0,Network Ops,0,Full-Time,0,3,1.56,1E(N),0.59,0.83,47257.6,33696,0.4,4,0,1,2,33.25,2,0,5,3,0.6
391,0,2,,0,Field Svcs,0,Full-Time,0,3,1.77,4H,0.53,0.82,49982.4,37731.2,0.32,4,0,1,1,36.68,1,0,2,1,0.5
421,0,2,,0,Field Svcs,0,Full-Time,0,3,29.58,5H,1.64,1.03,65540.8,57387.2,0.14,4,0,1,1,57.13,1,0,2,1,0.5
422,0,2,,0,CCO,0,Full-Time,0,3,1.69,C5,0.95,0.82,42473.6,33696,0.26,4,0,0,1,35.24,2,0,3,3,1
425,0,2,,0,Field Svcs,0,Full-Time,0,3,1.69,4H,0.87,0.85,52020.8,43680,0.19,4,0,1,1,33.59,0,0,2,2,1
414,1,0,Resigned-Dissatisfaction Comp. and Benefits,0,CCO,1,Full-Time,1,0,0.04,1E,0.04,0.27,21000,21000,0,0,0,1,1,46.13,0,0,1,1,1
423,1,1,Dismissed-End of Introductory Period,0,CCO,1,Full-Time,1,0,0.25,1E,0.25,0.27,21000,21000,0,0,0,1,1,26.97,0,0,1,1,1
458,0,2,,0,Field Svcs,0,Full-Time,0,3,1.62,3H,0.87,0.83,43368,34320,0.26,4,0,1,2,27.26,0,0,1,1,1
478,0,2,,0,Zolo,0,Full-Time,0,4,1.58,2H,0.07,0.95,44720,31200,0.43,4,0,0,1,24.69,0,0,4,2,0.5
480,0,2,,0,Field Svcs,0,Full-Time,0,4,1.58,3H,0.87,0.84,44096,34320,0.28,4,0,0,2,35.37,0,0,1,1,1
481,0,2,,0,Network Ops,1,Full-Time,0,3,1.6,2E,0.22,0.84,58940,47840,0.23,4,0,1,1,30.07,2,0,32,2,0.06
488,0,2,,0,Field Svcs,0,Full-Time,0,4,1.58,4H,0.53,0.83,50814.4,37731.2,0.35,4,0,1,1,24.8,1,0,1,1,1
489,0,2,,0,Field Svcs,0,Full-Time,0,4,1.58,3H,0.87,0.84,44096,34320,0.28,4,0,1,1,28.31,0,0,1,1,1
500,0,2,,0,Finance,1,Full-Time,0,3,1.56,3E,1.56,0.94,72000,67000,0.07,4,0,1,1,26.72,0,0,1,1,1
501,0,2,,0,Field Svcs,0,Full-Time,0,5,1.56,4H,0.87,1,60902.4,52457.6,0.16,4,0,1,2,48.37,0,0,3,2,0.67
454,1,0,Resigned-Job Abandonment,0,CCO,1,Full-Time,1,0,0.1,1E,0.1,0.27,21000,21000,0,0,0,1,2,45.88,0,0,1,1,1
576,0,2,,0,Field Svcs,0,Full-Time,0,3,1.43,CB,1.43,0.92,49920,41080,0.22,4,0,1,1,24.87,0,0,1,1,1
597,0,2,,0,Network Ops,1,Full-Time,0,4,29.07,5E,1.18,0.95,89830,75570,0.19,4,0,0,1,53.28,0,0,1,1,1
609,0,2,,0,Zolo,0,Full-Time,0,4,1.37,3H,0.07,0.85,46800,36920,0.27,4,0,1,1,23.46,0,0,1,1,1
888,0,2,,0,IT,1,Full-Time,0,4,28.29,5E,0.22,0.98,105000,86200,0.22,4,0,0,1,53.71,1,0,4,3,0.75
959,0,2,,0,CCO,1,Full-Time,0,4,28,2E,0.61,0.98,63860,56243.2,0.14,4,0,0,1,54.95,1,0,3,2,0.67
962,0,2,,0,Zolo,0,Full-Time,0,3,0.81,2H,0.07,0.95,44720,35360,0.26,4,0,0,2,27.6,0,0,2,2,1
996,0,2,,0,GRA,1,Part-Time,0,4,22.59,3E,5.97,1.09,63020,52580,0.2,4,0,0,1,55.72,0,0,1,1,1
1070,0,2,,0,Field Svcs,0,Full-Time,0,4,26.95,5H,0.03,1.1,73840,61401.6,0.2,4,0,1,2,59.89,1,0,1,1,1
1076,0,2,,0,Network Ops,1,Full-Time,0,3,27.89,4E,1.87,0.89,82670,67766.4,0.22,4,0,1,1,49.9,1,0,2,2,1
1087,0,2,,0,IT,1,Full-Time,0,4,25.82,6E,1.1,1,127100,105710,0.2,4,0,1,1,55.02,1,0,3,3,1
1091,0,2,,0,Net Svcs,1,Full-Time,0,3,26.49,6E,2.37,0.88,111040,93450,0.19,4,0,1,1,51.19,1,0,2,2,1
1108,0,2,,0,CCO,1,Full-Time,0,4,26.13,2E,8.42,1.26,77950,71200,0.09,4,0,0,1,48.38,0,0,1,1,1
1117,0,2,,0,Field Svcs,0,Full-Time,0,3,26.05,5H,0.53,1.1,73944,66435.2,0.11,4,0,1,1,51.05,1,0,1,1,1
1713,0,2,,0,IT,1,Full-Time,0,3,25.94,2E,1.03,0.97,68500,57150,0.2,4,0,1,2,57.16,1,0,1,1,1
1716,0,2,,0,Field Svcs,0,Full-Time,0,4,25.98,5H,2.02,1.05,70720,63107.2,0.12,4,0,1,1,51.83,1,0,1,1,1
1729,0,2,,0,Field Svcs,0,Full-Time,0,4,26.05,6H,0.22,0.99,72800,58427.2,0.25,4,0,1,1,53.71,1,0,2,2,1
1733,0,2,,0,IT,1,Full-Time,0,3,25.44,2E,1.75,1.15,71210,58780.8,0.21,4,1,1,2,50.29,1,1,4,2,0.5
1737,0,2,,0,Net Svcs,1,Full-Time,0,4,25.65,5E,1.1,0.91,97120,77360,0.26,4,0,1,1,49.92,1,0,1,1,1
1750,0,2,,0,Field Svcs,1,Full-Time,0,3,25.48,4E,3.17,0.9,77360,66000,0.17,4,0,1,1,61.44,0,0,3,2,0.67
